sub	sess	t	loc	cue	co1	co2	or	resp	rt
8	1	45	2	3	0.1000	0.2611	1	1	0.576
8	1	46	1	3	0.1000	0.2611	1	1	0.593
8	1	47	2	3	0.1000	0.2611	0	1	0.523
8	1	48	1	3	0.1000	0.2611	0	1	0.543
8	1	49	1	3	0.1000	0.2611	0	1	0.435
8	1	50	1	3	0.1000	0.2611	1	1	0.486
8	1	51	1	3	0.1000	0.2611	1	1	0.424
8	1	52	2	3	0.1000	0.2611	0	0	0.474
8	1	53	1	3	0.1000	0.2611	0	1	0.468
8	1	54	1	3	0.1000	0.2611	0	1	0.379
8	1	55	1	3	0.1000	0.2611	1	0	0.422
8	1	56	1	3	0.1000	0.2611	0	1	0.509
8	1	57	1	3	0.1000	0.2611	1	1	0.471
8	1	58	1	3	0.1000	0.2611	0	1	0.406
8	1	59	1	3	0.1000	0.2611	1	1	0.551
8	1	60	1	3	0.1000	0.2611	0	1	0.417
8	1	61	1	1	0.1000	0.2611	1	1	0.703
8	1	62	1	1	0.1000	0.2611	1	1	0.434
8	1	63	1	1	0.1000	0.2611	0	1	0.403
8	1	64	2	1	0.1000	0.2611	0	1	0.396
8	1	65	1	1	0.1000	0.2611	0	1	0.456
8	1	66	2	1	0.1000	0.2611	0	1	0.537
8	1	67	1	1	0.1000	0.2611	0	1	0.499
8	1	68	2	1	0.1000	0.2611	1	1	0.566
8	1	69	2	1	0.1000	0.2611	0	1	0.411
8	1	70	1	1	0.1000	0.2611	1	1	0.531
8	1	71	1	1	0.1000	0.2611	0	1	0.527
8	1	72	2	1	0.1000	0.2611	0	0	0.485
8	1	73	2	1	0.1000	0.2611	1	1	0.540
8	1	74	2	1	0.1000	0.2611	1	1	0.459
8	1	75	2	1	0.1000	0.2611	1	1	0.485
8	1	76	1	1	0.1000	0.2611	1	0	0.440
8	1	77	2	1	0.1000	0.2611	0	1	0.492
8	1	78	2	1	0.1000	0.2611	1	1	0.503
8	1	79	2	1	0.1000	0.2611	1	1	0.447
8	1	80	1	1	0.1000	0.2611	0	1	0.494
8	1	81	1	1	0.1000	0.2611	1	0	0.441
8	1	82	1	1	0.1000	0.2611	0	1	0.468
8	1	83	2	1	0.1000	0.2611	1	1	0.500
8	1	84	1	1	0.1000	0.2611	1	1	0.562
8	1	85	2	1	0.1000	0.2611	0	1	0.509
8	1	86	2	1	0.1000	0.2611	0	0	0.528
8	1	87	2	1	0.1000	0.2611	1	1	0.507
8	1	88	1	1	0.1000	0.2611	1	1	0.527
8	1	89	2	1	0.1000	0.2611	0	1	0.444
8	1	90	1	1	0.1000	0.2611	0	1	0.548
8	1	91	1	1	0.1000	0.2611	1	0	0.545
8	1	92	1	1	0.1000	0.2611	0	1	0.446
8	1	93	1	1	0.1000	0.2611	1	0	0.460
8	1	94	1	1	0.1000	0.2611	0	1	0.483
8	1	95	1	1	0.1000	0.2611	0	1	0.482
8	1	96	1	1	0.1000	0.2611	0	1	0.483
8	1	97	1	1	0.1000	0.2611	1	0	0.505
8	1	98	2	1	0.1000	0.2611	0	1	0.511
8	1	99	1	1	0.1000	0.2611	0	1	0.582
8	1	100	2	1	0.1000	0.2611	1	1	0.471
8	1	101	2	1	0.1000	0.2611	1	1	0.441
8	1	102	2	1	0.1000	0.2611	0	1	0.570
8	1	103	2	1	0.1000	0.2611	1	1	0.434
8	1	104	2	1	0.1000	0.2611	0	1	0.488
8	1	105	1	1	0.1000	0.2611	1	1	0.505
8	1	106	2	1	0.1000	0.2611	1	1	0.370
8	1	107	1	1	0.1000	0.2611	1	1	0.494
8	1	108	2	1	0.1000	0.2611	0	1	0.519
8	1	109	2	2	0.1000	0.2611	1	1	0.491
8	1	110	2	2	0.1000	0.2611	0	1	0.488
8	1	111	1	2	0.1000	0.2611	1	1	0.550
8	1	112	2	2	0.1000	0.2611	1	1	0.498
8	1	113	2	2	0.1000	0.2611	0	1	0.572
8	1	114	2	2	0.1000	0.2611	0	1	0.478
8	1	115	1	2	0.1000	0.2611	0	0	0.608
8	1	116	2	2	0.1000	0.2611	0	1	0.505
8	1	117	1	2	0.1000	0.2611	1	1	0.555
8	1	118	2	2	0.1000	0.2611	1	1	0.562
8	1	119	2	2	0.1000	0.2611	0	1	0.452
8	1	120	2	2	0.1000	0.2611	0	1	0.513
8	1	121	2	2	0.1000	0.2611	1	1	0.415
8	1	122	2	2	0.1000	0.2611	1	1	0.555
8	1	123	2	2	0.1000	0.2611	0	0	0.548
8	1	124	1	2	0.1000	0.2611	0	1	0.562
8	1	125	2	2	0.1000	0.2611	1	1	0.528
8	1	126	2	2	0.1000	0.2611	1	1	0.384
8	1	127	2	2	0.1000	0.2611	0	1	0.519
8	1	128	2	2	0.1000	0.2611	1	1	0.427
8	1	129	2	2	0.1000	0.2611	0	1	0.412
8	1	130	1	2	0.1000	0.2611	1	0	0.648
8	1	131	2	2	0.1000	0.2611	0	1	0.563
8	1	132	2	2	0.1000	0.2611	0	1	0.481
8	1	133	2	2	0.1000	0.2611	1	1	0.426
8	1	134	1	2	0.1000	0.2611	0	1	0.503
8	1	135	2	2	0.1000	0.2611	0	1	0.480
8	1	136	2	2	0.1000	0.2611	1	1	0.471
8	1	137	2	2	0.1000	0.2611	0	1	0.471
8	1	138	2	2	0.1000	0.2611	1	1	0.574
8	1	139	2	2	0.1000	0.2611	0	1	0.433
8	1	140	2	2	0.1000	0.2611	1	1	0.492
8	1	141	2	2	0.1000	0.2611	0	1	0.485
8	1	142	2	2	0.1000	0.2611	1	1	0.445
8	1	143	2	2	0.1000	0.2611	1	1	0.466
8	1	144	1	2	0.1000	0.2611	0	1	0.675
8	1	145	2	2	0.1000	0.2611	1	1	0.451
8	1	146	2	2	0.1000	0.2611	0	1	0.448
8	1	147	2	2	0.1000	0.2611	1	1	0.415
8	1	148	1	2	0.1000	0.2611	1	1	0.815
8	1	149	1	2	0.1000	0.2611	0	1	0.470
8	1	150	2	2	0.1000	0.2611	1	1	0.436
8	1	151	2	2	0.1000	0.2611	1	1	0.524
8	1	152	2	2	0.1000	0.2611	0	1	0.575
8	1	153	1	2	0.1000	0.2611	0	1	0.516
8	1	154	2	2	0.1000	0.2611	0	1	0.471
8	1	155	2	2	0.1000	0.2611	1	1	0.457
8	1	156	2	2	0.1000	0.2611	1	1	0.456
8	1	157	2	2	0.1000	0.2611	0	1	0.446
8	1	158	2	2	0.1000	0.2611	1	1	0.432
8	1	159	1	2	0.1000	0.2611	1	1	0.534
8	1	160	2	2	0.1000	0.2611	0	1	0.485
8	1	161	2	2	0.1000	0.2611	0	1	0.516
8	1	162	2	2	0.1000	0.2611	0	1	0.453
8	1	163	2	2	0.1000	0.2611	0	1	0.484
8	1	164	2	2	0.1000	0.2611	0	1	0.384
8	1	165	1	2	0.1000	0.2611	1	1	0.550
8	1	166	2	2	0.1000	0.2611	1	1	0.414
8	1	167	2	2	0.1000	0.2611	1	1	0.472
8	1	168	2	2	0.1000	0.2611	1	1	0.411
8	1	169	1	3	0.1000	0.2611	0	1	0.461
8	1	170	2	3	0.1000	0.2611	1	1	0.413
8	1	171	2	2	0.1000	0.2611	0	1	0.462
8	1	172	2	2	0.1000	0.2611	0	0	0.440
8	1	173	2	3	0.1000	0.2611	0	1	0.519
8	1	174	1	1	0.1000	0.2611	1	0	0.421
8	1	175	1	3	0.1000	0.2611	0	1	0.470
8	1	176	1	3	0.1000	0.2611	0	1	0.465
8	1	177	2	1	0.1000	0.2611	0	1	0.540
8	1	178	2	2	0.1000	0.2611	1	0	0.466
8	1	179	1	1	0.1000	0.2611	0	1	0.640
8	1	180	1	1	0.1000	0.2611	1	1	0.536
8	1	181	2	1	0.1000	0.2611	0	1	0.505
8	1	182	1	3	0.1000	0.2611	1	1	0.479
8	1	183	2	1	0.1000	0.2611	1	1	0.412
8	1	184	1	3	0.1000	0.2611	0	1	0.372
8	1	185	2	1	0.1000	0.2611	0	0	0.347
8	1	186	2	2	0.1000	0.2611	0	1	0.422
8	1	187	1	3	0.1000	0.2611	0	1	0.749
8	1	188	2	2	0.1000	0.2611	0	1	0.616
8	1	189	1	3	0.1000	0.2611	1	1	0.487
8	1	190	2	2	0.1000	0.2611	1	1	0.517
8	1	191	1	3	0.1000	0.2611	0	1	0.439
8	1	192	2	2	0.1000	0.2611	1	1	0.404
8	1	193	1	3	0.1000	0.2611	0	1	0.439
8	1	194	1	3	0.1000	0.2611	1	0	0.414
8	1	195	1	3	0.1000	0.2611	1	1	0.480
8	1	196	2	2	0.1000	0.2611	1	1	0.474
8	1	197	2	2	0.1000	0.2611	1	1	0.418
8	1	198	1	3	0.1000	0.2611	1	0	0.499
8	1	199	2	2	0.1000	0.2611	0	1	0.519
8	1	200	1	3	0.1000	0.2611	1	1	0.483
8	1	201	2	1	0.1000	0.2611	1	1	0.612
8	1	202	2	3	0.1000	0.2611	1	1	0.426
8	1	203	1	1	0.1000	0.2611	0	1	0.614
8	1	204	1	2	0.1000	0.2611	0	1	0.502
8	1	205	2	1	0.1000	0.2611	1	1	0.490
8	1	206	1	1	0.1000	0.2611	1	0	0.417
8	1	207	2	1	0.1000	0.2611	0	1	0.556
8	1	208	2	2	0.1000	0.2611	0	1	0.767
8	1	209	1	3	0.1000	0.2611	0	1	0.518
8	1	210	1	3	0.1000	0.2611	1	1	0.464
8	1	211	2	1	0.1000	0.2611	1	1	0.458
8	1	212	1	2	0.1000	0.2611	0	1	0.483
8	1	213	1	1	0.1000	0.2611	0	1	0.442
8	1	214	2	2	0.1000	0.2611	1	1	0.443
8	1	215	2	3	0.1000	0.2611	0	1	0.596
8	1	216	2	2	0.1000	0.2611	0	1	0.547
8	1	217	1	1	0.1000	0.2611	0	1	0.444
8	1	218	1	1	0.1000	0.2611	1	0	0.413
8	1	219	2	2	0.1000	0.2611	1	1	0.548
8	1	220	1	2	0.1000	0.2611	1	1	0.507
8	1	221	1	3	0.1000	0.2611	1	1	0.489
8	1	222	2	2	0.1000	0.2611	0	1	0.393
8	1	223	1	2	0.1000	0.2611	1	1	0.638
8	1	224	2	2	0.1000	0.2611	1	1	0.500
8	1	225	2	2	0.1000	0.2611	1	1	0.706
8	1	226	2	2	0.1000	0.2611	0	1	0.495
8	1	227	1	3	0.1000	0.2611	0	1	0.488
8	1	228	1	3	0.1000	0.2611	1	1	0.488
8	1	229	2	2	0.1000	0.2611	0	1	0.532
8	1	230	1	2	0.1000	0.2611	1	1	0.385
8	1	231	2	3	0.1000	0.2611	1	1	0.421
8	1	232	1	3	0.1000	0.2611	1	0	0.432
8	1	233	1	3	0.1000	0.2611	1	1	0.458
8	1	234	2	2	0.1000	0.2611	1	1	0.454
8	1	235	1	3	0.1000	0.2611	0	1	0.552
8	1	236	1	1	0.1000	0.2611	1	1	0.430
8	1	237	1	3	0.1000	0.2611	0	1	0.438
8	1	238	2	2	0.1000	0.2611	1	1	0.415
8	1	239	2	2	0.1000	0.2611	0	1	0.532
8	1	240	1	3	0.1000	0.2611	1	1	0.489
8	1	241	1	2	0.1000	0.2611	0	0	0.552
8	1	242	1	1	0.1000	0.2611	1	1	0.474
8	1	243	2	1	0.1000	0.2611	0	0	0.485
8	1	244	2	2	0.1000	0.2611	0	1	0.465
8	1	245	1	3	0.1000	0.2611	1	1	0.503
8	1	246	2	1	0.1000	0.2611	1	1	0.701
8	1	247	2	2	0.1000	0.2611	1	1	0.495
8	1	248	1	3	0.1000	0.2611	0	1	0.624
8	1	249	2	1	0.1000	0.2611	0	1	0.544
8	1	250	2	1	0.1000	0.2611	0	1	0.424
8	1	251	2	1	0.1000	0.2611	0	1	0.435
8	1	252	2	2	0.1000	0.2611	1	1	0.531
8	1	253	1	2	0.1000	0.2611	0	1	0.525
8	1	254	2	3	0.1000	0.2611	0	1	0.632
8	1	255	1	1	0.1000	0.2611	0	1	0.469
8	1	256	1	3	0.1000	0.2611	0	1	0.488
8	1	257	1	1	0.1000	0.2611	1	1	0.426
8	1	258	2	2	0.1000	0.2611	0	1	0.468
8	1	259	2	3	0.1000	0.2611	1	1	0.436
8	1	260	1	1	0.1000	0.2611	1	1	0.546
8	1	261	2	1	0.1000	0.2611	1	1	0.550
8	1	262	2	1	0.1000	0.2611	1	1	0.345
8	1	263	2	1	0.1000	0.2611	1	1	0.499
8	1	264	2	2	0.1000	0.2611	0	1	0.580
8	1	265	2	2	0.1000	0.2611	0	1	0.471
8	1	266	2	2	0.1000	0.2611	1	1	0.356
8	1	267	1	2	0.1000	0.2611	1	0	0.567
8	1	268	1	1	0.1000	0.2611	0	1	0.414
8	1	269	2	2	0.1000	0.2611	0	1	0.621
8	1	270	1	3	0.1000	0.2611	0	0	0.595
8	1	271	1	3	0.1000	0.2611	1	1	0.603
8	1	272	2	3	0.1000	0.2611	0	1	0.531
8	1	273	1	3	0.1000	0.2611	0	1	0.591
8	1	274	1	3	0.1000	0.2611	0	1	0.526
8	1	275	1	3	0.1000	0.2611	1	0	0.466
8	1	276	1	1	0.1000	0.2611	0	1	0.612
8	1	277	2	2	0.1000	0.2611	1	1	0.472
8	1	278	1	3	0.1000	0.2611	1	0	0.428
8	1	279	2	2	0.1000	0.2611	1	1	0.476
8	1	280	1	1	0.1000	0.2611	0	1	0.655
8	1	281	2	2	0.1000	0.2611	1	1	0.452
8	1	282	1	3	0.1000	0.2611	1	1	0.506
8	1	283	1	3	0.1000	0.2611	0	0	0.467
8	1	284	2	1	0.1000	0.2611	1	1	0.455
8	1	285	2	1	0.1000	0.2611	0	1	0.514
8	1	286	1	1	0.1000	0.2611	1	1	0.504
8	1	287	2	2	0.1000	0.2611	1	1	0.438
8	1	288	1	1	0.1000	0.2611	0	1	0.599
8	1	289	1	1	0.1000	0.2611	0	1	0.489
8	1	290	2	2	0.1000	0.2611	0	1	0.504
8	1	291	2	3	0.1000	0.2611	1	1	0.572
8	1	292	1	3	0.1000	0.2611	1	0	0.348
8	1	293	1	3	0.1000	0.2611	0	1	0.578
8	1	294	2	2	0.1000	0.2611	0	1	0.459
8	1	295	2	2	0.1000	0.2611	0	1	0.531
8	1	296	1	3	0.1000	0.2611	0	1	0.420
8	1	297	2	2	0.1000	0.2611	0	1	0.526
8	1	298	1	1	0.1000	0.2611	1	1	0.561
8	1	299	1	3	0.1000	0.2611	0	1	0.389
8	1	300	1	3	0.1000	0.2611	0	1	0.467
8	1	301	1	3	0.1000	0.2611	1	1	0.466
8	1	302	1	3	0.1000	0.2611	1	1	0.476
8	1	303	1	3	0.1000	0.2611	1	0	0.414
8	1	304	2	1	0.1000	0.2611	0	0	0.419
8	1	305	2	2	0.1000	0.2611	1	1	0.457
8	1	306	1	1	0.1000	0.2611	0	1	0.498
8	1	307	1	2	0.1000	0.2611	0	1	0.434
8	1	308	1	2	0.1000	0.2611	1	0	0.412
8	1	309	1	1	0.1000	0.2611	0	1	0.581
8	1	310	2	1	0.1000	0.2611	0	1	0.728
8	1	311	1	2	0.1000	0.2611	0	1	0.638
8	1	312	2	3	0.1000	0.2611	0	1	0.457
8	1	313	2	2	0.1000	0.2611	1	1	0.481
8	1	314	1	3	0.1000	0.2611	1	0	0.431
8	1	315	2	2	0.1000	0.2611	1	1	0.416
8	1	316	2	3	0.1000	0.2611	1	1	0.406
8	1	317	2	2	0.1000	0.2611	1	1	0.406
8	1	318	2	1	0.1000	0.2611	1	1	0.381
8	1	319	2	2	0.1000	0.2611	0	1	0.446
8	1	320	1	3	0.1000	0.2611	1	0	0.390
8	1	321	1	1	0.1000	0.2611	1	0	0.463
8	1	322	1	2	0.1000	0.2611	1	1	0.476
8	1	323	1	3	0.1000	0.2611	1	1	0.447
8	1	324	2	2	0.1000	0.2611	1	1	0.449
8	1	325	2	2	0.1000	0.2611	0	1	0.459
8	1	326	1	3	0.1000	0.2611	0	1	0.585
8	1	327	1	1	0.1000	0.2611	1	0	0.442
8	1	328	2	3	0.1000	0.2611	0	1	0.515
8	1	329	2	1	0.1000	0.2611	1	1	0.472
8	1	330	2	1	0.1000	0.2611	1	1	0.425
8	1	331	1	3	0.1000	0.2611	0	1	0.527
8	1	332	2	1	0.1000	0.2611	0	1	0.708
8	1	333	2	2	0.1000	0.2611	0	1	0.533
8	1	334	1	3	0.1000	0.2611	0	0	0.476
8	1	335	2	2	0.1000	0.2611	1	1	0.480
8	1	336	2	2	0.1000	0.2611	0	1	0.582
