sub	sess	t	loc	co1	co2	or	resp	rt
8	1	62	1	0.2629	0.2629	1	1	0.627
8	1	63	1	0.2758	0.2758	0	1	0.627
8	1	64	2	0.2887	0.2887	1	1	0.627
8	1	65	1	0.3016	0.3016	0	1	0.627
8	1	66	1	0.3145	0.3145	0	1	0.627
8	1	67	2	0.3274	0.3274	1	1	0.627
8	1	68	2	0.3403	0.3403	0	1	0.627
8	1	69	2	0.3532	0.3532	0	1	0.627
8	1	70	2	0.3661	0.3661	1	1	0.627
8	1	71	1	0.3790	0.3790	1	1	0.627
8	1	72	1	0.3919	0.3919	0	1	0.627
8	1	73	2	0.4048	0.4048	0	1	0.627
8	1	74	2	0.4177	0.4177	0	1	0.627
8	1	75	2	0.4306	0.4306	1	1	0.627
8	1	76	1	0.4435	0.4435	1	1	0.627
8	1	77	2	0.4565	0.4565	1	1	0.627
8	1	78	1	0.4694	0.4694	1	1	0.627
8	1	79	2	0.4823	0.4823	1	1	0.627
8	1	80	2	0.4952	0.4952	0	1	0.627
8	1	81	2	0.5081	0.5081	1	1	0.627
8	1	82	1	0.5210	0.5210	1	1	0.627
8	1	83	1	0.5339	0.5339	1	1	0.627
8	1	84	2	0.5468	0.5468	0	1	0.627
8	1	85	2	0.5597	0.5597	1	1	0.627
8	1	86	2	0.5726	0.5726	0	1	0.627
8	1	87	1	0.5855	0.5855	0	1	0.627
8	1	88	2	0.5984	0.5984	1	1	0.627
8	1	89	2	0.6113	0.6113	1	1	0.627
8	1	90	2	0.6242	0.6242	0	1	0.627
8	1	91	1	0.6371	0.6371	0	1	0.627
8	1	92	1	0.6500	0.6500	1	1	0.627
8	1	93	2	0.6500	0.3723	1	1	0.627
8	1	94	2	0.6500	0.3640	0	1	0.627
8	1	95	1	0.2237	0.3640	1	1	0.627
8	1	96	2	0.2237	0.3880	0	1	0.627
8	1	97	1	0.2169	0.3880	0	1	0.627
8	1	98	1	0.2101	0.3880	0	1	0.627
8	1	99	2	0.2101	0.3816	1	1	0.627
8	1	100	1	0.2035	0.3816	1	1	0.627
8	1	101	2	0.2035	0.3752	0	1	0.627
8	1	102	1	0.1969	0.3752	0	1	0.627
8	1	103	2	0.1969	0.3686	0	1	0.627
8	1	104	2	0.1969	0.3618	0	1	0.627
8	1	105	1	0.1902	0.3618	1	1	0.627
8	1	106	2	0.1902	0.3549	1	1	0.627
8	1	107	2	0.1902	0.3478	0	1	0.627
8	1	108	1	0.1836	0.3478	0	1	0.627
8	1	109	2	0.1836	0.3405	0	1	0.627
8	1	110	1	0.1768	0.3405	1	1	0.627
8	1	111	1	0.1699	0.3405	1	1	0.627
8	1	112	2	0.1699	0.3331	0	1	0.627
8	1	113	2	0.1699	0.3256	1	1	0.627
8	1	114	1	0.1630	0.3256	1	1	0.627
8	1	115	1	0.1558	0.3256	1	1	0.627
8	1	116	1	0.1484	0.3256	1	1	0.627
8	1	117	2	0.1484	0.3180	1	1	0.627
8	1	118	1	0.1408	0.3180	1	1	0.627
8	1	119	1	0.1327	0.3180	1	1	0.627
8	1	120	2	0.1327	0.3105	1	1	0.627
8	1	121	1	0.1242	0.3105	0	1	0.627
8	1	122	2	0.1242	0.3033	1	1	0.627
8	1	123	2	0.1242	0.2962	0	1	0.627
8	1	124	2	0.1242	0.2893	1	1	0.627
8	1	125	2	0.1242	0.2829	0	1	0.627
8	1	126	1	0.1150	0.2829	0	1	0.627
8	1	127	1	0.1053	0.2829	1	1	0.627
8	1	128	1	0.1348	0.2829	0	1	0.627
8	1	129	2	0.1348	0.2767	0	1	0.627
8	1	130	2	0.1348	0.2707	1	1	0.627
8	1	131	1	0.1280	0.2707	0	1	0.627
8	1	132	2	0.1280	0.2651	1	1	0.627
8	1	133	1	0.1210	0.2651	0	1	0.627
8	1	134	1	0.1138	0.2651	1	1	0.627
8	1	135	2	0.1138	0.2596	1	1	0.627
8	1	136	2	0.1138	0.2544	0	1	0.627
8	1	137	1	0.1063	0.2544	1	1	0.627
8	1	138	1	0.0984	0.2544	1	1	0.627
8	1	139	1	0.0903	0.2544	0	1	0.627
8	1	140	1	0.0818	0.2544	0	1	0.627
8	1	141	1	0.0731	0.2544	0	1	0.627
8	1	142	2	0.0731	0.2493	1	1	0.627
8	1	143	2	0.0731	0.2645	1	1	0.627
8	1	144	2	0.0731	0.2596	1	1	0.627
8	1	145	1	0.0978	0.2596	1	1	0.627
8	1	146	1	0.0908	0.2596	0	1	0.627
8	1	147	2	0.0908	0.2551	1	1	0.627
8	1	148	2	0.0908	0.2505	0	1	0.627
8	1	149	2	0.0908	0.2462	0	1	0.627
8	1	150	1	0.0836	0.2462	1	1	0.627
8	1	151	2	0.0836	0.2593	1	1	0.627
8	1	152	2	0.0836	0.2552	0	1	0.627
8	1	153	1	0.0763	0.2552	0	1	0.627
8	1	154	1	0.0689	0.2552	0	1	0.627
8	1	155	2	0.0689	0.2511	0	1	0.627
8	1	156	1	0.0614	0.2511	0	1	0.627
