sub	sess	t	loc	co1	co2	or	resp	rt
7	1	130	1	0.5963	0.7672	1	0	2.873
7	1	131	2	0.5963	0.7899	1	0	2.873
7	1	132	1	0.6121	0.7899	0	0	2.873
7	1	133	1	0.6068	0.7899	1	0	2.873
7	1	134	2	0.6068	0.8103	0	0	2.873
7	1	135	2	0.6068	0.8043	0	0	2.873
7	1	136	2	0.6068	0.7981	0	0	2.873
7	1	137	2	0.6068	0.7921	0	0	2.873
7	1	138	1	0.6227	0.7921	0	0	2.873
7	1	139	1	0.6391	0.7921	1	0	2.873
7	1	140	1	0.6333	0.7921	0	0	2.873
7	1	141	2	0.6333	0.8097	0	0	2.873
7	1	142	1	0.6497	0.8097	1	0	2.873
7	1	143	2	0.6497	0.8043	0	0	2.873
7	1	144	2	0.6497	0.8200	1	0	2.873
7	1	145	2	0.6497	0.8151	1	0	2.873
7	1	146	1	0.6439	0.8151	0	0	2.873
7	1	147	2	0.6439	0.8101	0	0	2.873
7	1	148	1	0.6603	0.8101	1	0	2.873
7	1	149	1	0.6784	0.8101	0	0	2.873
7	1	150	1	0.6722	0.8101	0	0	2.873
7	1	151	2	0.6722	0.8052	1	0	2.873
7	1	152	2	0.6722	0.8002	1	0	2.873
7	1	153	2	0.6722	0.7954	0	0	2.873
7	1	154	2	0.6722	0.7905	0	0	2.873
7	1	155	1	0.6663	0.7905	1	0	2.873
7	1	156	2	0.6663	0.7859	1	0	2.873
