sub	sess	t	loc	co1	co2	or	resp	rt
2	1	42	1	0.4177	0.4177	1	1	1.040
2	1	43	2	0.4306	0.4306	0	1	1.040
2	1	44	2	0.4435	0.4435	1	1	1.040
2	1	45	2	0.4565	0.4565	0	1	1.040
2	1	46	2	0.4694	0.4694	1	1	1.040
2	1	47	2	0.4823	0.4823	1	1	1.040
2	1	48	1	0.4952	0.4952	0	1	1.040
2	1	49	2	0.5081	0.5081	0	1	1.040
2	1	50	1	0.5210	0.5210	0	1	1.040
2	1	51	1	0.5339	0.5339	1	1	1.040
2	1	52	1	0.5468	0.5468	0	1	1.040
2	1	53	2	0.5597	0.5597	1	1	1.040
2	1	54	2	0.5726	0.5726	0	1	1.040
2	1	55	1	0.5855	0.5855	1	1	1.040
2	1	56	1	0.5984	0.5984	1	1	1.040
2	1	57	2	0.6113	0.6113	1	1	1.040
2	1	58	1	0.6242	0.6242	0	1	1.040
2	1	59	1	0.6371	0.6371	0	1	1.040
2	1	60	1	0.6500	0.6500	1	1	1.040
2	1	61	1	0.2500	0.2500	0	1	1.040
2	1	62	1	0.2629	0.2629	0	1	1.040
2	1	63	2	0.2758	0.2758	1	1	1.040
2	1	64	2	0.2887	0.2887	0	1	1.040
2	1	65	1	0.3016	0.3016	0	1	1.040
2	1	66	1	0.3145	0.3145	1	1	1.040
2	1	67	1	0.3274	0.3274	1	1	1.040
2	1	68	1	0.3403	0.3403	1	1	1.040
2	1	69	2	0.3532	0.3532	0	1	1.040
2	1	70	2	0.3661	0.3661	1	1	1.040
2	1	71	2	0.3790	0.3790	0	1	1.040
2	1	72	1	0.3919	0.3919	1	1	1.040
2	1	73	2	0.4048	0.4048	1	1	1.040
2	1	74	1	0.4177	0.4177	1	1	1.040
2	1	75	2	0.4306	0.4306	1	1	1.040
2	1	76	2	0.4435	0.4435	1	1	1.040
2	1	77	1	0.4565	0.4565	0	1	1.040
2	1	78	2	0.4694	0.4694	1	1	1.040
2	1	79	1	0.4823	0.4823	1	1	1.040
2	1	80	1	0.4952	0.4952	0	1	1.040
2	1	81	2	0.5081	0.5081	1	1	1.040
2	1	82	1	0.5210	0.5210	0	1	1.040
2	1	83	1	0.5339	0.5339	0	1	1.040
2	1	84	2	0.5468	0.5468	0	1	1.040
2	1	85	1	0.5597	0.5597	0	1	1.040
2	1	86	2	0.5726	0.5726	0	1	1.040
2	1	87	1	0.5855	0.5855	1	1	1.040
2	1	88	2	0.5984	0.5984	1	1	1.040
2	1	89	2	0.6113	0.6113	1	1	1.040
2	1	90	1	0.6242	0.6242	1	1	1.040
2	1	91	2	0.6371	0.6371	0	1	1.040
2	1	92	2	0.6500	0.6500	0	1	1.040
2	1	93	1	0.6461	0.6500	0	1	1.040
2	1	94	2	0.6461	0.4374	1	1	1.040
2	1	95	2	0.6461	0.4561	1	1	1.040
2	1	96	2	0.6461	0.4504	0	1	1.040
2	1	97	2	0.6461	0.4450	1	1	1.040
2	1	98	1	0.6366	0.4450	1	1	1.040
2	1	99	2	0.6366	0.4604	1	1	1.040
2	1	100	2	0.6366	0.4553	1	1	1.040
2	1	101	1	0.6277	0.4553	1	1	1.040
2	1	102	1	0.6193	0.4553	0	1	1.040
2	1	103	1	0.6116	0.4553	1	1	1.040
2	1	104	1	0.6044	0.4553	0	1	1.040
2	1	105	2	0.6044	0.4501	0	1	1.040
2	1	106	1	0.6248	0.4501	1	1	1.040
2	1	107	2	0.6248	0.4453	0	1	1.040
2	1	108	2	0.6248	0.4406	0	1	1.040
2	1	109	1	0.6176	0.4406	1	1	1.040
2	1	110	2	0.6176	0.4361	1	1	1.040
2	1	111	2	0.6176	0.4497	0	1	1.040
2	1	112	1	0.6388	0.4497	1	1	1.040
2	1	113	2	0.6388	0.4454	0	1	1.040
2	1	114	1	0.6317	0.4454	1	1	1.040
2	1	115	1	0.6520	0.4454	1	1	1.040
2	1	116	1	0.6735	0.4454	1	1	1.040
2	1	117	2	0.6735	0.4411	0	1	1.040
2	1	118	1	0.6959	0.4411	1	1	1.040
2	1	119	2	0.6959	0.4370	1	1	1.040
2	1	120	1	0.6881	0.4370	0	1	1.040
2	1	121	1	0.6808	0.4370	0	1	1.040
2	1	122	1	0.6741	0.4370	1	1	1.040
2	1	123	2	0.6741	0.4493	1	1	1.040
2	1	124	2	0.6741	0.4616	0	1	1.040
2	1	125	2	0.6741	0.4575	0	1	1.040
2	1	126	2	0.6741	0.4536	0	1	1.040
2	1	127	2	0.6741	0.4497	0	1	1.040
2	1	128	1	0.6933	0.4497	0	1	1.040
2	1	129	1	0.6866	0.4497	0	1	1.040
2	1	130	2	0.6866	0.4461	0	1	1.040
2	1	131	1	0.7067	0.4461	1	1	1.040
2	1	132	1	0.7277	0.4461	1	1	1.040
2	1	133	2	0.7277	0.4425	1	1	1.040
2	1	134	1	0.7208	0.4425	0	1	1.040
2	1	135	1	0.7143	0.4425	0	1	1.040
2	1	136	2	0.7143	0.4390	1	1	1.040
2	1	137	1	0.7081	0.4390	1	1	1.040
2	1	138	1	0.7264	0.4390	0	1	1.040
2	1	139	1	0.7202	0.4390	0	1	1.040
2	1	140	1	0.7145	0.4390	0	1	1.040
2	1	141	1	0.7089	0.4390	1	1	1.040
2	1	142	2	0.7089	0.4357	1	1	1.040
2	1	143	1	0.7037	0.4357	0	1	1.040
2	1	144	2	0.7037	0.4324	1	1	1.040
2	1	145	2	0.7037	0.4291	0	1	1.040
2	1	146	1	0.6987	0.4291	0	1	1.040
2	1	147	2	0.6987	0.4261	1	1	1.040
2	1	148	1	0.6940	0.4261	0	1	1.040
2	1	149	2	0.6940	0.4231	1	1	1.040
2	1	150	2	0.6940	0.4201	0	1	1.040
2	1	151	2	0.6940	0.4173	1	1	1.040
2	1	152	1	0.6894	0.4173	1	1	1.040
2	1	153	2	0.6894	0.4145	1	1	1.040
2	1	154	2	0.6894	0.4117	0	1	1.040
2	1	155	2	0.6894	0.4090	0	1	1.040
2	1	156	1	0.7027	0.4090	0	1	1.040
