sub	sess	t	loc	co1	co2	or	resp	rt
1	1	77	1	0.4565	0.4565	1	1	0.933
1	1	78	1	0.4694	0.4694	0	1	0.933
1	1	79	2	0.4823	0.4823	1	1	0.933
1	1	80	1	0.4952	0.4952	0	1	0.933
1	1	81	1	0.5081	0.5081	1	1	0.933
1	1	82	1	0.5210	0.5210	1	1	0.933
1	1	83	1	0.5339	0.5339	0	1	0.933
1	1	84	1	0.5468	0.5468	0	1	0.933
1	1	85	1	0.5597	0.5597	0	1	0.933
1	1	86	1	0.5726	0.5726	1	1	0.933
1	1	87	2	0.5855	0.5855	1	1	0.933
1	1	88	1	0.5984	0.5984	1	1	0.933
1	1	89	2	0.6113	0.6113	1	1	0.933
1	1	90	1	0.6242	0.6242	1	1	0.933
1	1	91	2	0.6371	0.6371	0	1	0.933
1	1	92	2	0.6500	0.6500	1	1	0.933
1	1	93	1	0.1884	0.6500	1	1	0.933
1	1	94	1	0.1758	0.6500	1	1	0.933
1	1	95	2	0.1758	0.1665	0	1	0.933
1	1	96	2	0.1758	0.1532	1	1	0.933
1	1	97	1	0.1633	0.1532	0	1	0.933
1	1	98	2	0.1633	0.1405	0	1	0.933
1	1	99	2	0.1633	0.1281	0	1	0.933
1	1	100	1	0.1509	0.1281	0	1	0.933
1	1	101	1	0.1385	0.1281	1	1	0.933
1	1	102	2	0.1385	0.1160	1	1	0.933
1	1	103	2	0.1385	0.1042	1	1	0.933
1	1	104	2	0.1385	0.0925	0	1	0.933
1	1	105	2	0.1385	0.0810	1	1	0.933
1	1	106	1	0.1262	0.0810	0	1	0.933
1	1	107	2	0.1262	0.0697	0	1	0.933
1	1	108	1	0.1140	0.0697	1	1	0.933
1	1	109	1	0.1017	0.0697	1	1	0.933
1	1	110	1	0.0896	0.0697	0	1	0.933
1	1	111	1	0.0776	0.0697	0	1	0.933
1	1	112	2	0.0776	0.0587	1	1	0.933
1	1	113	1	0.0659	0.0587	1	1	0.933
1	1	114	2	0.0659	0.0909	0	1	0.933
1	1	115	2	0.0659	0.0814	1	1	0.933
1	1	116	2	0.0659	0.0722	1	1	0.933
1	1	117	2	0.0659	0.0633	0	1	0.933
1	1	118	2	0.0659	0.0546	0	1	0.933
1	1	119	1	0.1007	0.0546	0	1	0.933
1	1	120	1	0.0907	0.0546	1	1	0.933
1	1	121	2	0.0907	0.0462	1	1	0.933
1	1	122	1	0.1195	0.0462	1	1	0.933
1	1	123	1	0.1108	0.0462	0	1	0.933
1	1	124	2	0.1108	0.0380	1	1	0.933
1	1	125	1	0.1024	0.0380	1	1	0.933
1	1	126	1	0.0943	0.0380	0	1	0.933
1	1	127	2	0.0943	0.0302	0	1	0.933
1	1	128	1	0.0864	0.0302	1	1	0.933
1	1	129	1	0.0787	0.0302	1	1	0.933
1	1	130	2	0.0787	0.0227	0	1	0.933
1	1	131	1	0.0714	0.0227	1	1	0.933
1	1	132	1	0.0644	0.0227	0	1	0.933
1	1	133	2	0.0644	0.0155	1	1	0.933
1	1	134	1	0.0844	0.0155	0	1	0.933
1	1	135	1	0.1039	0.0155	0	1	0.933
1	1	136	2	0.1039	0.0086	1	1	0.933
1	1	137	1	0.0974	0.0086	0	1	0.933
1	1	138	2	0.0974	0.0020	1	1	0.933
1	1	139	1	0.0911	0.0020	0	1	0.933
1	1	140	1	0.0851	0.0020	1	1	0.933
1	1	141	1	0.0792	0.0020	0	1	0.933
1	1	142	1	0.0737	0.0020	1	1	0.933
1	1	143	2	0.0737	0.0207	0	1	0.933
1	1	144	2	0.0737	0.0144	1	1	0.933
1	1	145	2	0.0737	0.0082	1	1	0.933
1	1	146	1	0.0895	0.0082	1	1	0.933
1	1	147	1	0.0842	0.0082	0	1	0.933
1	1	148	2	0.0842	0.0263	1	1	0.933
1	1	149	2	0.0842	0.0203	0	1	0.933
1	1	150	2	0.0842	0.0147	0	1	0.933
1	1	151	2	0.0842	0.0306	1	1	0.933
1	1	152	2	0.0842	0.0252	0	1	0.933
1	1	153	2	0.0842	0.0198	0	1	0.933
1	1	154	1	0.0994	0.0198	1	1	0.933
1	1	155	2	0.0994	0.0354	0	1	0.933
1	1	156	1	0.0942	0.0354	0	1	0.933
