sub	sess	t	loc	cue	co1	co2	or	resp	rt
2	1	87	2	1	0.1395	0.0500	1	0	0.805
2	1	88	2	3	0.1395	0.0500	0	0	0.968
2	1	89	1	3	0.1395	0.0500	1	1	0.767
2	1	90	1	1	0.1395	0.0500	0	1	0.632
2	1	91	1	1	0.1395	0.0500	1	1	0.811
2	1	92	1	3	0.1395	0.0500	0	1	0.544
2	1	93	2	2	0.1395	0.0500	0	1	0.968
2	1	94	2	2	0.1395	0.0500	0	1	0.590
2	1	95	1	1	0.1395	0.0500	1	1	0.622
2	1	96	2	3	0.1395	0.0500	0	1	0.621
2	1	97	2	3	0.1395	0.0500	0	1	0.842
2	1	98	2	2	0.1395	0.0500	0	1	0.654
2	1	99	2	3	0.1395	0.0500	1	1	0.691
2	1	100	1	1	0.1395	0.0500	1	1	0.744
2	1	101	2	1	0.1395	0.0500	0	1	0.774
2	1	102	2	3	0.1395	0.0500	0	1	0.710
2	1	103	2	2	0.1395	0.0500	0	1	0.961
2	1	104	2	2	0.1395	0.0500	1	1	0.541
2	1	105	1	2	0.1395	0.0500	1	1	0.659
2	1	106	1	3	0.1395	0.0500	1	1	0.665
2	1	107	1	1	0.1395	0.0500	1	1	0.797
2	1	108	2	2	0.1395	0.0500	0	1	0.979
2	1	109	1	3	0.1395	0.0500	0	1	0.688
2	1	110	2	2	0.1395	0.0500	1	1	1.203
2	1	111	2	2	0.1395	0.0500	1	1	0.803
2	1	112	2	2	0.1395	0.0500	0	1	1.037
