sub	sess	t	loc	co1	co2	or	resp	rt
1	1	60	2	0.6500	0.6500	1	1	1.707
1	1	61	2	0.2500	0.2500	0	1	1.707
1	1	62	1	0.2629	0.2629	0	1	1.707
1	1	63	2	0.2758	0.2758	1	1	1.707
1	1	64	2	0.2887	0.2887	1	1	1.707
1	1	65	2	0.3016	0.3016	1	1	1.707
1	1	66	1	0.3145	0.3145	0	1	1.707
1	1	67	2	0.3274	0.3274	1	1	1.707
1	1	68	1	0.3403	0.3403	0	1	1.707
1	1	69	2	0.3532	0.3532	0	1	1.707
1	1	70	1	0.3661	0.3661	0	1	1.707
1	1	71	1	0.3790	0.3790	1	1	1.707
1	1	72	1	0.3919	0.3919	0	1	1.707
1	1	73	1	0.4048	0.4048	1	1	1.707
1	1	74	1	0.4177	0.4177	1	1	1.707
1	1	75	2	0.4306	0.4306	0	1	1.707
1	1	76	1	0.4435	0.4435	1	1	1.707
1	1	77	2	0.4565	0.4565	1	1	1.707
1	1	78	1	0.4694	0.4694	0	1	1.707
1	1	79	2	0.4823	0.4823	0	1	1.707
1	1	80	1	0.4952	0.4952	0	1	1.707
1	1	81	1	0.5081	0.5081	0	1	1.707
1	1	82	2	0.5210	0.5210	0	1	1.707
1	1	83	2	0.5339	0.5339	0	1	1.707
1	1	84	2	0.5468	0.5468	1	1	1.707
1	1	85	1	0.5597	0.5597	1	1	1.707
1	1	86	2	0.5726	0.5726	1	1	1.707
1	1	87	1	0.5855	0.5855	0	1	1.707
1	1	88	1	0.5984	0.5984	1	1	1.707
1	1	89	2	0.6113	0.6113	0	1	1.707
1	1	90	2	0.6242	0.6242	0	1	1.707
1	1	91	1	0.6371	0.6371	0	1	1.707
1	1	92	1	0.6500	0.6500	1	1	1.707
1	1	93	1	0.4872	0.6242	0	1	1.707
1	1	94	2	0.4872	0.4161	0	1	1.707
1	1	95	1	0.4814	0.4161	0	1	1.707
1	1	96	1	0.4758	0.4161	0	1	1.707
1	1	97	1	0.4704	0.4161	1	1	1.707
1	1	98	1	0.4654	0.4161	0	1	1.707
1	1	99	1	0.4604	0.4161	1	1	1.707
1	1	100	2	0.4604	0.4095	0	1	1.707
1	1	101	1	0.4558	0.4095	0	1	1.707
1	1	102	1	0.4512	0.4095	1	1	1.707
1	1	103	2	0.4512	0.4029	0	1	1.707
1	1	104	1	0.4644	0.4029	0	1	1.707
1	1	105	2	0.4644	0.3963	1	1	1.707
1	1	106	1	0.4599	0.3963	1	1	1.707
1	1	107	1	0.4557	0.3963	1	1	1.707
1	1	108	2	0.4557	0.3896	1	1	1.707
1	1	109	1	0.4515	0.3896	1	1	1.707
1	1	110	2	0.4515	0.4094	1	1	1.707
1	1	111	2	0.4515	0.4037	0	1	1.707
1	1	112	2	0.4515	0.3980	1	1	1.707
1	1	113	2	0.4515	0.3924	0	1	1.707
1	1	114	2	0.4515	0.3868	0	1	1.707
1	1	115	1	0.4476	0.3868	0	1	1.707
1	1	116	1	0.4594	0.3868	1	1	1.707
1	1	117	1	0.4555	0.3868	0	1	1.707
1	1	118	2	0.4555	0.3812	1	1	1.707
1	1	119	1	0.4674	0.3812	0	1	1.707
1	1	120	2	0.4674	0.3756	0	1	1.707
1	1	121	2	0.4674	0.3699	1	1	1.707
1	1	122	1	0.4635	0.3699	1	1	1.707
1	1	123	2	0.4635	0.3643	1	1	1.707
1	1	124	2	0.4635	0.3587	1	1	1.707
1	1	125	1	0.4597	0.3587	1	1	1.707
1	1	126	1	0.4561	0.3587	0	1	1.707
1	1	127	2	0.4561	0.3531	0	1	1.707
1	1	128	1	0.4670	0.3531	1	1	1.707
1	1	129	2	0.4670	0.3474	0	1	1.707
1	1	130	2	0.4670	0.3417	0	1	1.707
1	1	131	2	0.4670	0.3361	0	1	1.707
1	1	132	1	0.4634	0.3361	0	1	1.707
1	1	133	1	0.4599	0.3361	0	1	1.707
1	1	134	1	0.4566	0.3361	1	1	1.707
1	1	135	2	0.4566	0.3530	1	1	1.707
1	1	136	2	0.4566	0.3479	1	1	1.707
1	1	137	2	0.4566	0.3429	0	1	1.707
1	1	138	2	0.4566	0.3574	1	1	1.707
1	1	139	2	0.4566	0.3527	0	1	1.707
1	1	140	2	0.4566	0.3481	1	1	1.707
1	1	141	1	0.4534	0.3481	0	1	1.707
1	1	142	2	0.4534	0.3436	1	1	1.707
1	1	143	1	0.4501	0.3436	0	1	1.707
1	1	144	1	0.4472	0.3436	1	1	1.707
1	1	145	1	0.4442	0.3436	0	1	1.707
1	1	146	1	0.4413	0.3436	0	1	1.707
1	1	147	1	0.4385	0.3436	1	1	1.707
1	1	148	2	0.4385	0.3390	1	1	1.707
1	1	149	2	0.4385	0.3345	1	1	1.707
1	1	150	2	0.4385	0.3301	0	1	1.707
1	1	151	1	0.4358	0.3301	1	1	1.707
1	1	152	2	0.4358	0.3258	0	1	1.707
1	1	153	1	0.4331	0.3258	1	1	1.707
1	1	154	2	0.4331	0.3215	0	1	1.707
1	1	155	2	0.4331	0.3174	1	1	1.707
1	1	156	1	0.4305	0.3174	1	1	1.707
